MY_ID,OTHER_ID,VALUE
did:indy:0dff9ff5ddec9b1c,did:indy:9f7d360e01593e9c,0
did:indy:172af8aaf46a062e,did:indy:677fb496d29b0648,1
did:indy:172af8aaf46a062e,did:indy:50186291f0a55ae3,1
did:indy:3e114e8aafb1ba3a,did:indy:50186291f0a55ae3,1
did:indy:7dd6d4328822990d,did:indy:9f7d360e01593e9c,1
did:indy:c638ac551c5bc0b3,did:indy:677fb496d29b0648,1
did:indy:c638ac551c5bc0b3,did:indy:50186291f0a55ae3,1
did:indy:1fa4814e0421a60d,did:indy:677fb496d29b0648,1
did:indy:206cd30d0ad34adc,did:indy:50186291f0a55ae3,1
did:indy:30ead19ad0be873a,did:indy:677fb496d29b0648,1
did:indy:3a99367f623d136b,did:indy:9f7d360e01593e9c,1
did:indy:74684806d03f8d77,did:indy:50186291f0a55ae3,1
did:indy:4b947bc9ccfc568d,did:indy:677fb496d29b0648,1
did:indy:bc1ee56a3e76d4c0,did:indy:677fb496d29b0648,1
did:indy:e38327ce4ea38110,did:indy:50186291f0a55ae3,0
did:indy:8d9c55b0a9227cbe,did:indy:f2c4d7de9d8556e8,1
did:indy:afde7d9e4545b328,did:indy:50186291f0a55ae3,1
did:indy:f49ce751a1e7f80f,did:indy:677fb496d29b0648,1
did:indy:167e7e2925445431,did:indy:50186291f0a55ae3,1
did:indy:e38327ce4ea38110,did:indy:9f7d360e01593e9c,0
did:indy:6dba13a4cc146070,did:indy:50186291f0a55ae3,1
did:indy:3e114e8aafb1ba3a,did:indy:0498be39b559ff7b,0
did:indy:7dd6d4328822990d,did:indy:50186291f0a55ae3,1
did:indy:e38327ce4ea38110,did:indy:677fb496d29b0648,1
did:indy:aab2e4647e9a5694,did:indy:50186291f0a55ae3,0
did:indy:38db7c2db8419184,did:indy:9f7d360e01593e9c,0
did:indy:cb5112df79dadb91,did:indy:0498be39b559ff7b,1
did:indy:1c5f84f43f621915,did:indy:677fb496d29b0648,1
did:indy:5e62d99f0aacd03a,did:indy:50186291f0a55ae3,1
did:indy:b9979b9eaf16571e,did:indy:677fb496d29b0648,1
did:indy:15a7aa10974a4a62,did:indy:50186291f0a55ae3,0
did:indy:019f0016fdc2dbf0,did:indy:f2c4d7de9d8556e8,1
did:indy:b4a7247e9fbe3831,did:indy:677fb496d29b0648,1
did:indy:e9f71c1c7bc91f7a,did:indy:50186291f0a55ae3,1
did:indy:6d7b4e604099d676,did:indy:50186291f0a55ae3,1
did:indy:b29fa8798b4ae98a,did:indy:50186291f0a55ae3,1
did:indy:c8b2f400f58a6c6a,did:indy:677fb496d29b0648,1
did:indy:50bc909a9737bdf8,did:indy:f2c4d7de9d8556e8,1
did:indy:be1a1e4399772150,did:indy:9f7d360e01593e9c,1
did:indy:0107a26937094567,did:indy:50186291f0a55ae3,1
did:indy:55d639fa479d22f3,did:indy:9f7d360e01593e9c,1
did:indy:efddcd6a645b6877,did:indy:677fb496d29b0648,1
did:indy:efddcd6a645b6877,did:indy:50186291f0a55ae3,1
did:indy:efddcd6a645b6877,did:indy:801bff4662e9a9cd,1
did:indy:0df53ecd2dbf8b8c,did:indy:50186291f0a55ae3,1
did:indy:3db8b53c8ea8bd1a,did:indy:677fb496d29b0648,1
did:indy:18dc8c9ebf333ea2,did:indy:50186291f0a55ae3,1
did:indy:fe903b390c4b4d84,did:indy:677fb496d29b0648,1
did:indy:7fa1a9bdf2541812,did:indy:677fb496d29b0648,1
did:indy:172af8aaf46a062e,did:indy:f2c4d7de9d8556e8,1
